date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:04:32	16131/16131	---M--	200	added ('OK')	image/png	etag:%223f03-583162e7b1e18%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/logo-text.png	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/logo-text.png	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:35	31418/31418	---M--	200	added ('OK')	image/jpeg	etag:%227aba-583162e7b4528%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/1.jpg	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/1.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:40	43005/43005	---M--	200	added ('OK')	image/jpeg	etag:%22a7fd-583162e7b4528%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/3.jpg	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/3.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:44	75554/75554	---M--	200	added ('OK')	image/jpeg	etag:%2212722-583162e7b4528%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/2.jpg	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/2.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:45	72937/72937	---M--	200	added ('OK')	image/jpeg	etag:%2211ce9-583162e7b4910%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/users/4.jpg	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/users/4.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:45	7200/7200	---M--	200	added ('OK')	text/html	etag:%221c20-583162e8186b5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/pages-login.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/pages-login.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:48	70150/70150	---M--	200	added ('OK')	text/html	etag:%2211206-598c905429a85%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/index2.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/index2.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:50	66245/66245	---M--	200	added ('OK')	text/html	etag:%22102c5-598c905429a85%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/index3.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/index3.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:53	79195/79195	---M--	200	added ('OK')	text/html	etag:%221355b-598c905429e6d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/index4.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/index4.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:55	60678/60678	---M--	200	added ('OK')	text/html	etag:%22ed06-598c90542293d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-calendar.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-calendar.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:57	62515/62515	---M--	200	added ('OK')	text/html	etag:%22f433-598c90542293d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-chat.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-chat.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:04:59	81416/81416	---M--	200	added ('OK')	text/html	etag:%2213e08-598c90542310d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-ticket.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-ticket.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:00	69177/69177	---M--	200	added ('OK')	image/jpeg	etag:%2210e39-583162e7b02c0%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img2.jpg	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img2.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:02	86784/86784	---M--	200	added ('OK')	text/html	etag:%2215300-598c905422d25%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-contact.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-contact.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:03	67885/67885	---M--	200	added ('OK')	text/html	etag:%221092d-598c905422d25%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-contact2.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-contact2.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:05	71561/71561	---M--	200	added ('OK')	text/html	etag:%2211789-598c905422d25%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-contact-detail.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-contact-detail.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:06	80884/80884	---M--	200	added ('OK')	text/html	etag:%2213bf4-598c90542310d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-email.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-email.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:07	63724/63724	---M--	200	added ('OK')	text/html	etag:%22f8ec-598c90542310d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-email-detail.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-email-detail.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:09	58441/58441	---M--	200	added ('OK')	text/html	etag:%22e449-598c90542293d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/app-compose.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/app-compose.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:11	96126/96126	---M--	200	added ('OK')	text/html	etag:%221777e-598c90542d905%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-cards.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-cards.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:13	145591/145591	---M--	200	added ('OK')	image/jpeg	etag:%22238b7-583162e7b02c0%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img1.jpg	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img1.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:13	74752/74752	---M--	200	added ('OK')	text/html	etag:%2212400-598c90542f845%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-user-card.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-user-card.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:17	242152/242152	---M--	200	added ('OK')	text/html	etag:%223b1e8-598c90542d905%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-buttons.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-buttons.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:17	101629/101629	---M--	200	added ('OK')	image/jpeg	etag:%2218cfd-583162e7b06a8%22	http://eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img3.jpg	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/assets/images/big/img3.jpg	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:18	82511/82511	---M--	200	added ('OK')	text/html	etag:%221424f-598c90542e4bd%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-modals.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-modals.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:21	82148/82148	---M--	200	added ('OK')	text/html	etag:%22140e4-598c90542f075%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-tab.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-tab.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:22	56952/56952	---M--	200	added ('OK')	text/html	etag:%22de78-598c90542f45d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-tooltip-popover.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-tooltip-popover.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:23	71793/71793	---M--	200	added ('OK')	text/html	etag:%2211871-598c90542f45d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-tooltip-stylish.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-tooltip-stylish.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:25	68737/68737	---M--	200	added ('OK')	text/html	etag:%2210c81-598c90542f075%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-sweetalert.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-sweetalert.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:27	64647/64647	---M--	200	added ('OK')	text/html	etag:%22fc87-598c90542e4bd%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-notification.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-notification.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:30	75382/75382	---M--	200	added ('OK')	text/html	etag:%2212676-598c90542e8a5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-progressbar.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-progressbar.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:32	64475/64475	---M--	200	added ('OK')	text/html	etag:%22fbdb-598c90542e4bd%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-nestable.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-nestable.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:34	58014/58014	---M--	200	added ('OK')	text/html	etag:%22e29e-598c90542e8a5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-range-slider.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-range-slider.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:36	60954/60954	---M--	200	added ('OK')	text/html	etag:%22ee1a-598c90542f075%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-timeline.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-timeline.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:38	67495/67495	---M--	200	added ('OK')	text/html	etag:%22107a7-598c90542f845%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-typography.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-typography.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:40	68556/68556	---M--	200	added ('OK')	text/html	etag:%2210bcc-598c90542e0d5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-horizontal-timeline.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-horizontal-timeline.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:42	54393/54393	---M--	200	added ('OK')	text/html	etag:%22d479-598c90542ec8d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-session-timeout.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-session-timeout.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:44	56279/56279	---M--	200	added ('OK')	text/html	etag:%22dbd7-598c90542ec8d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-session-ideal-timeout.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-session-ideal-timeout.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:46	84153/84153	---M--	200	added ('OK')	text/html	etag:%22148b9-598c90542d135%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-bootstrap.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-bootstrap.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:48	57425/57425	---M--	200	added ('OK')	text/html	etag:%22e051-598c90542d51d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-breadcrumb.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-breadcrumb.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:50	61618/61618	---M--	200	added ('OK')	text/html	etag:%22f0b2-598c90542d135%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-bootstrap-switch.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-bootstrap-switch.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:52	100031/100031	---M--	200	added ('OK')	text/html	etag:%22186bf-598c90542e4bd%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-list-media.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-list-media.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:54	67382/67382	---M--	200	added ('OK')	text/html	etag:%2210736-598c90542e8a5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-ribbons.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-ribbons.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:56	80655/80655	---M--	200	added ('OK')	text/html	etag:%2213b0f-598c90542e0d5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-grid.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-grid.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:05:58	78728/78728	---M--	200	added ('OK')	text/html	etag:%2213388-598c90542d905%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-carousel.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-carousel.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:00	55860/55860	---M--	200	added ('OK')	text/html	etag:%22da34-598c90542dced%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-date-paginator.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-date-paginator.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:02	58136/58136	---M--	200	added ('OK')	text/html	etag:%22e318-598c90542dced%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-dragable-portlet.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-dragable-portlet.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:04	63960/63960	---M--	200	added ('OK')	text/html	etag:%22f9d8-598c90542ec8d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-spinner.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-spinner.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:06	68533/68533	---M--	200	added ('OK')	text/html	etag:%2210bb5-598c90542ec8d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-scrollspy.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-scrollspy.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:08	66316/66316	---M--	200	added ('OK')	text/html	etag:%221030c-598c90542f45d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/ui-toasts.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/ui-toasts.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:10	118912/118912	---M--	200	added ('OK')	text/html	etag:%221d080-598c9054263d5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-basic.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-basic.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:12	116655/116655	---M--	200	added ('OK')	text/html	etag:%221c7af-598c905426ba5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-layout.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-layout.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:14	108732/108732	---M--	200	added ('OK')	text/html	etag:%221a8bc-598c905425fed%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-addons.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-addons.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:16	64466/64466	---M--	200	added ('OK')	text/html	etag:%22fbd2-598c905427375%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-material.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-material.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:18	60399/60399	---M--	200	added ('OK')	text/html	etag:%22ebef-598c9054267bd%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-float-input.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-float-input.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:20	83107/83107	---M--	200	added ('OK')	text/html	etag:%22144a3-598c90542775d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-pickers.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-pickers.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:22	58580/58580	---M--	200	added ('OK')	text/html	etag:%22e4d4-598c905427b45%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-upload.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-upload.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:24	66027/66027	---M--	200	added ('OK')	text/html	etag:%22101eb-598c905426ba5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-mask.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-mask.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:26	78102/78102	---M--	200	added ('OK')	text/html	etag:%2213116-598c905427f2d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-validation.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-validation.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:30	77414/77414	---M--	200	added ('OK')	text/html	etag:%2212e66-598c9054263d5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-bootstrap-validation.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-bootstrap-validation.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:30	54414/54414	---M--	200	added ('OK')	text/html	etag:%22d48e-598c9054267bd%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-dropzone.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-dropzone.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:32	74923/74923	---M--	200	added ('OK')	text/html	etag:%22124ab-598c9054267bd%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-icheck.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-icheck.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:34	92845/92845	---M--	200	added ('OK')	text/html	etag:%2216aad-598c905426ba5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-img-cropper.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-img-cropper.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:36	54598/54598	---M--	200	added ('OK')	text/html	etag:%22d546-598c9054263d5%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-bootstrapwysihtml5.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-bootstrapwysihtml5.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:38	58234/58234	---M--	200	added ('OK')	text/html	etag:%22e37a-598c905427b45%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-typehead.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-typehead.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:40	100847/100847	---M--	200	added ('OK')	text/html	etag:%22189ef-598c905427f2d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-wizard.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-wizard.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:42	60096/60096	---M--	200	added ('OK')	text/html	etag:%22eac0-598c905427f2d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-xeditable.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-xeditable.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:44	56427/56427	---M--	200	added ('OK')	text/html	etag:%22dc6b-598c90542775d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-summernote.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-summernote.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:46	55086/55086	---M--	200	added ('OK')	text/html	etag:%22d72e-598c90542775d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/form-tinymce.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/form-tinymce.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
12:06:50	84833/84833	---M--	200	added ('OK')	text/html	etag:%2214b61-598c90542c57d%22	http://eliteadmin.themedesigner.in/demos/bt4/colors/table-basic.html	C:/Mis%20lugares%20Web/negocio/eliteadmin.themedesigner.in/demos/bt4/colors/table-basic.html	(from http://eliteadmin.themedesigner.in/demos/bt4/colors/index.html)
